F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,Classe
1,23,27,5,6,23,1.9166666666666667,2.25,2,2,14,1,12,12,18,0.9953784385316868,2.032141727340886,0.48,11,15,12,11,0.8889686876112561,1.3202482931462383,1.7380544678845176,1.552328000849763,1.1977300749192035,5.941752288321191,3.0693137556162737,39.25398521457655,-0.08,27,44,24,4.414441303694972,Humana
0,30,20,7,4,21,2.727272727272727,1.8181818181818181,1,0,10,3,11,11,17,0.9709505941661296,1.6632498309033434,0.44,19,9,10,11,0.7369655941662062,2.2193737483152187,0.9359663764533636,1.7627926754241194,1.67304206939691,4.577741109025575,4.911696468990494,24.37719192317225,0.2,32,50,25,4.398030705821852,Aleatória
1,22,28,7,9,13,3.142857142857143,4.0,0,2,4,2,7,7,17,0.9895875209335165,0.8009993757800314,0.28,15,21,7,6,0.8365012677171205,2.2314999074019015,2.7774602993176543,2.5555062599997598,0.7646304326184826,3.18940725074819,2.28951171875,12.865883918632342,-0.12,27,35,22,4.107922489127366,Aleatória
1,22,28,4,4,33,1.2941176470588236,1.6470588235294117,5,0,26,0,17,17,16,0.9895875209335165,3.6793477682872004,0.68,5,11,16,17,0.8365012677171205,0.823529411764706,0.9665692191267637,0.9150793638884733,1.6989688100935976,6.528646415637519,4.412027866948978,44.8690221858334,-0.12,28,50,21,4.129236619374021,Humana
0,26,24,5,4,26,1.8571428571428572,1.8461538461538463,2,0,15,1,14,13,18,0.9988455357066628,2.299652147608416,0.54,12,11,13,13,0.9434164716336324,1.1866605518454392,1.0262818510866412,1.1123449939023116,1.1015852691443075,5.296668315789301,3.334813988131818,32.00556689770955,0.04,29,49,28,4.642489673166124,Aleatória
1,21,29,6,5,24,1.75,2.230769230769231,2,1,13,1,12,13,18,0.9814538947451146,2.0024984394500787,0.5,9,16,12,12,0.7858751946471527,1.5343293866268306,1.1200169060431566,1.3564659966250536,1.4423669623848632,5.185542068687464,4.371455576559546,31.065882674858994,-0.16,29,48,25,4.457919564564537,Aleatória
1,22,28,4,4,27,1.5714285714285714,2.0,1,0,14,0,14,14,17,0.9895875209335165,2.342306555513176,0.56,8,14,14,13,0.8365012677171205,0.9035079029052513,1.0,0.9767710236555246,1.1285840727437961,4.728661787242224,3.2103005519174137,25.08057056443329,-0.12,32,47,28,4.648243205915917,Aleatória
0,28,22,4,4,25,2.1538461538461537,1.6923076923076923,1,0,13,0,13,13,17,0.9895875209335165,2.1469979040511427,0.52,15,9,13,12,0.8365012677171205,1.166596222161777,1.0658774200423857,1.1409536133993328,0.9276377198528332,4.646795817924876,2.3563223140495864,24.874911101122038,0.12,30,45,28,4.7081320646586,Humana
0,26,24,3,4,41,1.2380952380952381,1.1428571428571428,5,0,38,1,21,21,16,0.9988455357066628,5.319248067161372,0.84,5,3,21,20,0.9434164716336324,0.6098213559459856,0.63887656499994,0.6263307827602811,3.3232844720471175,6.815360738570385,13.031541314444189,47.6362392768654,0.04,23,48,15,2.969997547967329,Humana
0,30,20,5,4,26,2.142857142857143,1.5384615384615385,3,0,18,1,14,13,18,0.9709505941661296,2.5939159585460754,0.54,16,7,13,13,0.7369655941662062,1.4069796859708723,1.08240363688233,1.2968252888897478,1.09142131053033,6.156140385918435,2.5940524630823725,41.13785913336031,0.2,29,47,18,3.9887063270542353,Humana
